"Trial","Name","Method","pearson","g_cor","fold","year","trt"
"2015-16
Optimal Bed","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.858954738588529,0.681724161598864,5,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate","RKHS",0.475097104220625,0.498439445508395,1,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate","Bayesian
Lasso",0.43910896136557,0.490570058484474,1,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_2.csv","RKHS",0.468961489798439,0.339846771031989,2,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_2.csv","Bayesian
Lasso",0.387861687440146,0.291818909138624,2,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_3.csv","RKHS",0.365156984899347,0.339580454557151,3,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_3.csv","Bayesian
Lasso",0.329753604070941,0.301555125235597,3,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_4.csv","RKHS",0.47008625199504,0.341606599514531,4,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_4.csv","Bayesian
Lasso",0.405702885006661,0.285548880811633,4,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_5.csv","RKHS",0.644810494474074,0.541588947907744,5,"2015-16","Optimal Bed"
"2015-16
Optimal Bed","univariate_fold_5.csv","Bayesian
Lasso",0.542484692199749,0.499885674848096,5,"2015-16","Optimal Bed"
"2015-16
Heat","H","GBLUP",0.506875679065115,0.636497354345061,1,"2015-16","Heat"
"2015-16
Heat","H","HBLUP",0.81335576992129,0.455540366802448,1,"2015-16","Heat"
"2015-16
Heat","H","GBLUP+H",0.861143167922678,0.691906454470626,1,"2015-16","Heat"
"2015-16
Heat","H_fold_2.csv","GBLUP",0.492106127160488,0.401863285935893,2,"2015-16","Heat"
"2015-16
Heat","H_fold_2.csv","HBLUP",0.828742525934376,0.653859050105959,2,"2015-16","Heat"
"2015-16
Heat","H_fold_2.csv","GBLUP+H",0.889131213559316,0.746771574290067,2,"2015-16","Heat"
"2015-16
Heat","H_fold_3.csv","GBLUP",0.503940412126545,0.426280484626863,3,"2015-16","Heat"
"2015-16
Heat","H_fold_3.csv","HBLUP",0.830973772549092,0.56950808772476,3,"2015-16","Heat"
"2015-16
Heat","H_fold_3.csv","GBLUP+H",0.877167584415281,0.694092631178575,3,"2015-16","Heat"
"2015-16
Heat","H_fold_4.csv","GBLUP",0.499065009881225,0.625589584711711,4,"2015-16","Heat"
"2015-16
Heat","H_fold_4.csv","HBLUP",0.841427064258105,0.565462274886392,4,"2015-16","Heat"
"2015-16
Heat","H_fold_4.csv","GBLUP+H",0.882330874183074,0.699684450126193,4,"2015-16","Heat"
"2015-16
Heat","H_fold_5.csv","GBLUP",0.502433344983002,0.639764867272057,5,"2015-16","Heat"
"2015-16
Heat","H_fold_5.csv","HBLUP",0.860073723634538,0.713643780232454,5,"2015-16","Heat"
"2015-16
Heat","H_fold_5.csv","GBLUP+H",0.905749044766144,0.836132098161117,5,"2015-16","Heat"
"2015-16
Heat","MegaLMM","MegaLMM
GBLUP",0.838876328957347,0.783149853367755,1,"2015-16","Heat"
"2015-16
Heat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.820058500248177,0.756253428583257,2,"2015-16","Heat"
"2015-16
Heat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.872743138294068,0.766420269732475,3,"2015-16","Heat"
"2015-16
Heat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.786980236760375,0.77204687719394,4,"2015-16","Heat"
"2015-16
Heat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.783498877100315,0.827390268860951,5,"2015-16","Heat"
"2015-16
Heat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.624974072177085,0.612078679659004,1,"2015-16","Heat"
"2015-16
Heat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.552095572352358,0.417193784359423,2,"2015-16","Heat"
"2015-16
Heat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.585654645316991,0.410398360580726,3,"2015-16","Heat"
"2015-16
Heat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.564736204538706,0.579452317210225,4,"2015-16","Heat"
"2015-16
Heat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.543221419685938,0.561446084355306,5,"2015-16","Heat"
"2015-16
Heat","MegaLMM_RKHS","MegaLMM
RKHS",1.03148906854558,0.833144650578582,1,"2015-16","Heat"
"2015-16
Heat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",0.972140857893753,0.889731865781684,2,"2015-16","Heat"
"2015-16
Heat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.01324509125819,0.839705515747276,3,"2015-16","Heat"
"2015-16
Heat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.01583436742728,0.921823566145192,4,"2015-16","Heat"
"2015-16
Heat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.949581091678085,0.925245587574485,5,"2015-16","Heat"
"2015-16
Heat","univariate","RKHS",0.640261266864139,0.660782656404917,1,"2015-16","Heat"
"2015-16
Heat","univariate","Bayesian
Lasso",0.615376051819729,0.599383695132908,1,"2015-16","Heat"
"2015-16
Heat","univariate_fold_2.csv","RKHS",0.573581208894155,0.447863600298191,2,"2015-16","Heat"
"2015-16
Heat","univariate_fold_2.csv","Bayesian
Lasso",0.550110406704984,0.407469182872031,2,"2015-16","Heat"
"2015-16
Heat","univariate_fold_3.csv","RKHS",0.613070779523968,0.471819929895621,3,"2015-16","Heat"
"2015-16
Heat","univariate_fold_3.csv","Bayesian
Lasso",0.590238716465539,0.433234866955395,3,"2015-16","Heat"
"2015-16
Heat","univariate_fold_4.csv","RKHS",0.60631185102448,0.67510859939935,4,"2015-16","Heat"
"2015-16
Heat","univariate_fold_4.csv","Bayesian
Lasso",0.575194352807557,0.601301427806834,4,"2015-16","Heat"
"2015-16
Heat","univariate_fold_5.csv","RKHS",0.568234507534761,0.65812785492973,5,"2015-16","Heat"
"2015-16
Heat","univariate_fold_5.csv","Bayesian
Lasso",0.539213536692828,0.668972818894384,5,"2015-16","Heat"
"2015-16
Severe Drought","H","GBLUP",0.437452334835826,0.433647393209173,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","H","HBLUP",0.84732540256695,0.524068916366136,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","H","GBLUP+H",0.875262803532614,0.576084167935949,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_2.csv","GBLUP",0.478696784264906,0.464014013439214,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_2.csv","HBLUP",0.852997198041553,0.613741428683646,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_2.csv","GBLUP+H",0.871783604713692,0.702019043393708,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_3.csv","GBLUP",0.460439467805934,0.535558677390402,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_3.csv","HBLUP",0.860534989556622,0.459842941859042,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_3.csv","GBLUP+H",0.894617563588566,0.550272471704615,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_4.csv","GBLUP",0.437419229949698,0.455352634944142,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_4.csv","HBLUP",0.862395343935932,0.665069712522984,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_4.csv","GBLUP+H",0.88815249457263,0.732569229762775,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_5.csv","GBLUP",0.40044267338457,0.357752545115447,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_5.csv","HBLUP",0.83522490287761,0.606035702266113,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","H_fold_5.csv","GBLUP+H",0.858323543318027,0.664287081129097,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM","MegaLMM
GBLUP",0.932552109858944,0.794720228212242,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.984852754105321,0.792318353221562,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.903925979150189,0.821189319684764,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.929809517556872,0.839823709506488,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.865974788116608,0.763170138392175,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.559521923821816,0.407142473852486,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.666664368031917,0.471521859881324,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.568112697325867,0.547223909482778,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.553010464369679,0.44037158680872,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.494437443926174,0.336305057426503,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_RKHS","MegaLMM
RKHS",1.14476778259584,0.843535932768154,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.18871730715759,0.906798347280864,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.09526674311567,0.790435418369133,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.11597161008494,0.867213361972895,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.07654806822489,0.873474953058427,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate","RKHS",0.636265841333526,0.506028622100241,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate","Bayesian
Lasso",0.586164894559944,0.448681275181757,1,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_2.csv","RKHS",0.710246583015282,0.553592450516242,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_2.csv","Bayesian
Lasso",0.662676455756347,0.463482105677844,2,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_3.csv","RKHS",0.598120280528015,0.544428376747211,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_3.csv","Bayesian
Lasso",0.5757196422826,0.552587933314358,3,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_4.csv","RKHS",0.593857752326035,0.523359011240693,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_4.csv","Bayesian
Lasso",0.559417397955192,0.45080499602043,4,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_5.csv","RKHS",0.555894640222943,0.442243652942974,5,"2015-16","Severe Drought"
"2015-16
Severe Drought","univariate_fold_5.csv","Bayesian
Lasso",0.511753301440171,0.355438313499331,5,"2015-16","Severe Drought"
"2015-16
Optimal Flat","H","GBLUP",0.390346495601813,0.379956462617068,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H","HBLUP",0.711055307653321,0.451380079231889,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H","GBLUP+H",0.750465008698544,0.614729329951896,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_2.csv","GBLUP",0.412668706335609,0.400761267025664,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_2.csv","HBLUP",0.714167901492576,0.417028792106569,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_2.csv","GBLUP+H",0.726955375280688,0.495495452705293,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_3.csv","GBLUP",0.312581235523573,0.276065973276307,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_3.csv","HBLUP",0.597447900754036,0.313436408338942,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_3.csv","GBLUP+H",0.625411359416948,0.382013601804476,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_4.csv","GBLUP",0.433615620629072,0.351966712038298,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_4.csv","HBLUP",0.738693224620441,0.472782671709048,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_4.csv","GBLUP+H",0.783522593223213,0.599522411620674,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_5.csv","GBLUP",0.344666803900457,0.332270383368565,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_5.csv","HBLUP",0.59845426798375,0.469038640547996,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","H_fold_5.csv","GBLUP+H",0.636547629231746,0.57844350133665,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM","MegaLMM
GBLUP",0.87678969589591,0.716398927181568,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.815524217022956,0.606749940329761,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.711385058012355,0.564196211636004,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.816889803350504,0.603350255035131,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_fold_5.csv","MegaLMM
GBLUP",0.778071798136184,0.637940264842967,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.54924832158279,0.395341963815598,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.557487973207058,0.375310702889541,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.411146273054208,0.251801439227404,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.550952321976208,0.344920558858846,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.500954611662775,0.334568533148086,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_RKHS","MegaLMM
RKHS",1.10311285386666,0.700310935837005,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.06559779016896,0.570629745384638,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",0.882154043472172,0.505259818237853,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",1.00092332409992,0.62466432745088,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",0.952297984617597,0.726332924471682,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate","RKHS",0.642862773612559,0.416115245976826,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate","Bayesian
Lasso",0.549013480955394,0.389624216740406,1,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_2.csv","RKHS",0.645477466837012,0.460730647096858,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_2.csv","Bayesian
Lasso",0.580602858084386,0.404133231989507,2,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_3.csv","RKHS",0.486902536306307,0.29428325665461,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_3.csv","Bayesian
Lasso",0.422399502681927,0.281604104288393,3,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_4.csv","RKHS",0.629745144253526,0.392438307045217,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_4.csv","Bayesian
Lasso",0.560552054368471,0.342291246784291,4,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_5.csv","RKHS",0.563904404082587,0.425827836409445,5,"2015-16","Optimal Flat"
"2015-16
Optimal Flat","univariate_fold_5.csv","Bayesian
Lasso",0.502896011473697,0.337808405098721,5,"2015-16","Optimal Flat"
"2016-17
Moderate Drought","H","GBLUP",0.626837858020233,0.491129083527692,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H","HBLUP",0.855248780643667,0.671799392815258,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H","GBLUP+H",0.907907947008955,0.832253556410723,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_2.csv","GBLUP",0.650165272817416,0.449704225235389,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_2.csv","HBLUP",0.877063950550877,0.64817209576656,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_2.csv","GBLUP+H",0.922368988555565,0.759986849437541,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_3.csv","GBLUP",0.629769025161082,0.609342825642327,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_3.csv","HBLUP",0.828555937657952,0.595892680802955,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_3.csv","GBLUP+H",0.893952584502117,0.738110980131733,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","GBLUP",0.589236629677999,0.544194138835387,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","HBLUP",0.812510473707962,0.56539140210789,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_4.csv","GBLUP+H",0.863362499095124,0.716972872372005,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","GBLUP",0.684289123197369,0.503332093858951,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","HBLUP",0.885343887570615,0.638472271772193,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","H_fold_5.csv","GBLUP+H",0.955024015555037,0.792581968445415,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM","MegaLMM
GBLUP",1.00172229603927,0.789113967319898,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_2.csv","MegaLMM
GBLUP",0.934083787681712,0.76988082148289,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_3.csv","MegaLMM
GBLUP",0.990786417603189,0.83816636628838,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_4.csv","MegaLMM
GBLUP",0.886898137799898,0.844383714312478,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_fold_5.csv","MegaLMM
GBLUP",1.0260378743273,0.795524564623226,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd","MegaLMM
GBLUP CV1",0.744439333504591,0.482257978876495,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_2.csv","MegaLMM
GBLUP CV1",0.737144779308009,0.455656688322757,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_3.csv","MegaLMM
GBLUP CV1",0.772839379327232,0.64310127870342,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_4.csv","MegaLMM
GBLUP CV1",0.659400566938978,0.561665153411862,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_no2nd_fold_5.csv","MegaLMM
GBLUP CV1",0.800312793798915,0.481495590385961,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS","MegaLMM
RKHS",1.12011851793119,0.869249561927022,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_2.csv","MegaLMM
RKHS",1.0541515628311,0.863717680434691,2,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_3.csv","MegaLMM
RKHS",1.10471645205293,0.857174874129659,3,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_4.csv","MegaLMM
RKHS",0.971960547845506,0.884085688752527,4,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","MegaLMM_RKHS_fold_5.csv","MegaLMM
RKHS",1.15258960863718,0.879474399592367,5,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate","RKHS",0.791073597834685,0.513634946836824,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate","Bayesian
Lasso",0.764363969489839,0.481559429619967,1,"2016-17","Moderate Drought"
"2016-17
Moderate Drought","univariate_fold_2.csv","RKHS",0.777589434642324,0.49463106644136,2,"2016-17","Moderate Drought"
